County,city,per_capita,median,population
Sumter,HORATIO,"$18,944 ","$39,137 ","107,456"
Sumter,MAYESVILLE,"$18,944 ","$39,137 ","107,456"
Union,BUFFALO,"$18,495 ","$33,470 ","28,961"
Union,KELTON,"$18,495 ","$33,470 ","28,961"
Union,LOCKHART,"$18,495 ","$33,470 ","28,961"
Union,UNION,"$18,495 ","$33,470 ","28,961"
Union,JONESVILLE,"$18,495 ","$33,470 ","28,961"
Union,CARLISLE,"$18,495 ","$33,470 ","28,961"
Williamsburg,TRIO,"$13,513 ","$24,191 ","34,423"
Williamsburg,LANE,"$13,513 ","$24,191 ","34,423"
Williamsburg,HEMINGWAY,"$13,513 ","$24,191 ","34,423"
Williamsburg,SALTERS,"$13,513 ","$24,191 ","34,423"
Williamsburg,GREELEYVILLE,"$13,513 ","$24,191 ","34,423"
Williamsburg,CADES,"$13,513 ","$24,191 ","34,423"
Williamsburg,NESMITH,"$13,513 ","$24,191 ","34,423"
Williamsburg,KINGSTREE,"$13,513 ","$24,191 ","34,423"
York,ROCK HILL,"$25,707 ","$51,925 ","226,073"
York,YORK,"$25,707 ","$51,925 ","226,073"
York,SMYRNA,"$25,707 ","$51,925 ","226,073"
York,LAKE WYLIE,"$25,707 ","$51,925 ","226,073"
York,SHARON,"$25,707 ","$51,925 ","226,073"
York,HICKORY GROVE,"$25,707 ","$51,925 ","226,073"
York,MCCONNELLS,"$25,707 ","$51,925 ","226,073"
York,CATAWBA,"$25,707 ","$51,925 ","226,073"
York,TEGA CAY,"$25,707 ","$51,925 ","226,073"
York,FORT MILL,"$25,707 ","$51,925 ","226,073"
York,CLOVER,"$25,707 ","$51,925 ","226,073"
York,CALDWELL STREET,"$25,707 ","$51,925 ","226,073"
York,WINTHROP COLLEGE,"$25,707 ","$51,925 ","226,073"
